i	G (sg->nocrash)	stepwise crash	stepwise 5csd
1316	-0,209893	-1	0
1317	-0,209893	-1	0
1318	-0,209893	-1	0
1319	-0,209893	-1	0
1320	-0,209893	-1	0
1321	-0,209893	-1	0
1322	-0,209893	-1	0
1323	-0,209893	-1	0
1324	-0,209893	-1	0
1325	-0,209893	-1	0
1326	-0,209893	-1	0
1327	-0,209893	-1	0
1328	-0,209893	-1	0
1329	-0,209893	-1	0
1330	-0,209893	-1	0
1331	-0,209893	-1	0
1332	-0,209893	-1	0
1333	-0,209893	-1	0
1334	-0,209893	-1	0
1335	-0,209893	-1	0
1336	-0,209893	-1	0
1337	-0,209893	-1	0
1338	-0,209893	-1	0
1339	-0,209893	-1	0
1340	-0,209893	-1	0
1341	-0,209893	-1	0
1342	-0,209893	-1	0
1343	-0,209893	-1	0
1344	-0,209893	-1	0
1345	-0,209893	-1	0
1346	-0,209893	-1	0
1347	-0,209893	-1	0
1348	-0,209893	-1	0
1349	-0,209893	-1	0
1350	-0,209893	-1	0
1351	-0,209893	-1	0
1352	-0,209893	-1	0
1353	-0,209893	-1	0
1354	-0,209893	-1	0
1355	-0,209893	-1	0
1356	-0,209893	-1	0
1357	-0,209893	-1	0
1358	-0,209893	-1	0
1359	-0,209893	-1	0
1360	-0,209893	-1	0
1361	-0,209893	-1	0
1362	-0,209893	-1	0
1363	-0,209893	-1	0
1364	-0,209893	-1	0
1365	-0,209893	-1	0
1366	-0,209893	-1	0
1367	-0,209893	-1	0
1368	-0,209893	-1	0
1369	-0,209893	-1	0
1370	-0,209893	-1	0
1371	-0,209893	-1	0
1372	-0,209893	-1	0
1373	-0,209893	-1	0
1374	-0,209893	-1	0
1375	-0,209893	-1	0
1376	-0,209893	-1	0
1377	-0,209893	-1	0
1378	-0,209893	-1	0
1379	-0,209893	-1	0
1380	-0,209893	-1	0
1381	-0,209893	-1	0
1382	-0,209893	-1	0
1383	-0,209893	-1	0
1384	-0,209893	-1	0
1385	-0,209893	-1	0
1386	-0,209893	-1	0
1387	-0,209893	-1	0
1388	-0,209893	-1	0
1389	-0,209893	-1	0
1390	-0,209893	-1	0
1391	-0,209893	-1	0
1392	-0,209893	-1	0
1393	-0,209893	-1	0
1394	-0,209893	-1	0
1395	-0,209893	-1	0
1396	-0,209893	-1	0
1397	-0,209893	-1	0
1398	-0,209893	-1	0
1399	-0,209893	-1	0
1400	-0,209893	-1	0
1401	-0,209893	-1	0
1402	-0,209893	-1	0
1403	-0,209893	-1	0
1404	-0,209893	-1	0
1405	-0,209893	-1	0
1406	-0,209893	-1	0
1407	-0,209893	-1	0
1408	-0,209893	-1	0
1409	-0,209893	-1	0
1410	-0,209893	-1	0
1411	-0,209893	-1	0
1412	-0,209893	-1	0
1413	-0,209893	-1	0
1414	-0,209893	-1	0
1415	-0,209893	-1	0
1416	-0,209893	-1	0
1417	-0,209893	-1	0
1418	-0,209893	-1	0
1419	-0,209893	-1	0
1420	-0,209893	-1	0
1421	-0,209893	-1	0
1422	-0,209893	-1	0
1423	-0,209893	-1	0
1424	-0,209893	-1	0
1425	-0,209893	-1	0
1426	-0,209893	-1	0
1427	-0,209893	-1	0
1428	-0,209893	-1	0
1429	-0,209893	-1	0
1430	-0,209893	-1	0
1431	-0,209893	-1	0
1432	-0,209893	-1	0
1433	-0,209893	-1	0
1434	-0,209893	-1	0
1435	-0,209893	-1	0
1436	-0,209893	-1	0
1437	-0,209893	-1	0
1438	-0,209893	-1	0
1439	-0,209893	-1	0
1440	-0,209893	-1	0
1441	-0,209893	-1	0
1442	-0,209893	-1	0
1443	-0,209893	-1	0
1444	-0,209893	-1	0
1445	-0,209893	-1	0
1446	-0,209893	-1	0
1447	-0,209893	-1	0
1448	-0,209893	-1	0
1449	-0,209893	-1	0
1450	-0,209893	-1	0
1451	-0,209893	-1	0
1452	-0,209893	-1	0
1453	-0,209893	-1	0
1454	-0,209893	-1	0
1455	-0,209893	-1	0
1456	-0,209893	-1	0
1457	-0,209893	-1	0
1458	-0,209893	-1	0
1459	-0,209893	-1	0
1460	-0,209893	-1	0
1461	-0,209893	-1	0
1462	-0,209893	-1	0
1463	-0,209893	-1	0
1464	-0,209893	-1	0
1465	-0,209893	-1	0
1466	-0,209893	-1	0
1467	-0,209893	-1	0
1468	-0,209893	-1	0
1469	-0,209893	-1	0
1470	-0,209893	-1	0
1471	-0,209893	-1	0
1472	-0,209893	-1	0
1473	-0,209893	-1	0
1474	-0,209893	-1	0
1475	-0,209893	-1	0
1476	-0,209893	-1	0
1477	-0,209893	-1	0
1478	-0,209893	-1	0
1479	-0,209893	-1	0
1480	-0,209893	-1	0
1481	-0,209893	-1	0
1482	-0,209893	-1	0
1483	-0,209893	-1	0
1484	-0,209893	-1	0
1485	-0,209893	-1	0
1486	-0,209893	-1	0
1487	-0,209893	-1	0
1488	-0,209893	-1	0
1489	-0,209893	-1	0
1490	-0,209893	-1	0
1491	-0,209893	-1	0
1492	-0,209893	-1	0
1493	-0,209893	-1	0
1494	-0,209893	-1	0
1495	-0,209893	-1	0
1496	-0,209893	-1	0
1497	-0,209893	-1	0
1498	-0,209893	-1	0
1499	-0,209893	-1	0
